stop_id,stop_type_id,stop_type_name,start_at,ends_at,duration_minutes
d5e8fb3f-7c46-4e0d-aacd-fd5b6e5bac14,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-02T01:18:00,2025-01-02T01:25:17.527856,7.3
f17b91eb-a741-4912-b81f-873c3835b5e6,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-02T03:46:00,2025-01-02T03:58:13.830922,12.2
946c65dd-04b6-4647-9879-77229563faf7,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-02T04:53:00,2025-01-02T04:57:33.860738,4.6
d6cfe2de-b339-469d-9921-693e078e7574,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-02T05:27:00,2025-01-02T05:45:15.879365,18.3
735fc1cc-330a-4431-8bec-ba4d068ce1cf,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-02T09:31:00,2025-01-02T09:37:33.908833,6.6
de17784f-fbc5-4e01-9e87-9718045a94fa,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-02T09:44:00,2025-01-02T10:21:14.673014,37.2
a807bed9-ae53-4f0d-8dc3-362b7eff5328,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-02T11:06:00,2025-01-02T11:22:03.025951,16.1
50eaa9b2-4b01-4e50-9fed-cdeecbd223ad,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-02T12:47:00,2025-01-02T12:59:57.788211,13.0
cc2ff213-913e-447e-b13f-856b3e63b012,b912146a-7274-4533-9825-214f48b41a6f,Bearing Temperature Alert,2025-01-02T13:12:00,2025-01-02T13:15:14.129337,3.2
82507d41-d7aa-46e0-b7d7-172e31efb001,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-02T13:33:00,2025-01-02T13:36:30.849414,3.5
9c062d1c-15a3-4f08-ac3f-d2a615508870,1ba11308-7a25-4ed9-aea4-daa02fe863e3,Cooling System Check,2025-01-02T17:04:00,2025-01-02T17:26:29.109206,22.5
1aded8b5-2a32-4901-9896-546b6e35bfed,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-02T18:57:00,2025-01-02T19:00:35.090457,3.6
f9ee1884-8adc-4701-8cdb-a91aff1b4a19,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-02T20:08:00,2025-01-02T20:11:42.541413,3.7
eb016b49-6add-4bcd-9bcc-f6653557d27c,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-02T20:42:00,2025-01-02T20:42:25.194791,0.4
aa70cb4b-0a5d-4ae6-802e-74bcf3536a84,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-02T21:02:00,2025-01-02T21:21:33.672413,19.6
01d4f569-9748-4e00-bd9b-b010066c6e87,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-02T21:30:00,2025-01-02T21:33:29.769132,3.5
ef1e93c9-d1ed-4c73-b298-348afc96a4d5,d0f0c31b-9368-4155-9ad9-b8a9f4755b88,Vacuum System Maintenance,2025-01-03T00:19:00,2025-01-03T01:43:42.974345,84.7
bc7ae575-8b55-4cb1-af1e-d912d7a601a8,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-03T01:46:00,2025-01-03T02:30:54.958405,44.9
4376ffbe-caf4-41e6-9111-8857298f1131,f1024d23-09ec-46e6-8cbd-e026c6c19294,Material Contamination,2025-01-03T03:39:00,2025-01-03T03:43:19.118959,4.3
51b81f67-7945-4ac1-9194-10be8bdbd5ed,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-03T03:48:00,2025-01-03T04:01:30.334108,13.5
94f8f391-d86d-4631-bd45-b9d8fae5b86f,a759c756-9ed0-4a00-8c9f-79f3b4bf4c0a,Temperature Zone Deviation,2025-01-03T04:20:00,2025-01-03T04:44:58.120238,25.0
0d1bc6bd-91aa-4c58-a48d-77e4f038e679,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-03T05:32:00,2025-01-03T05:36:06.900967,4.1
9169ef07-88e6-4b4e-a055-88d3802c28c3,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-03T05:44:00,2025-01-03T06:17:06.253333,33.1
001cfff1-8736-4eb4-a6db-fb0b7100c89a,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-03T06:37:00,2025-01-03T06:47:23.853052,10.4
ece3d846-3b1a-4e1f-bb0a-6868642bbda3,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-03T07:32:00,2025-01-03T07:36:44.935578,4.7
91b81f7b-70f3-4557-a85a-20a9494380f6,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-03T08:30:00,2025-01-03T08:36:37.490573,6.6
3451420e-def5-422a-b354-4ae59a381fe0,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-03T09:59:00,2025-01-03T10:06:23.527465,7.4
59e597d6-6bb0-4b02-a2c4-65922fd5cda0,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-03T10:13:00,2025-01-03T11:38:09.865228,85.2
3299953f-1ede-4e69-8034-fe83753997a1,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-03T12:42:00,2025-01-03T14:09:52.747737,87.9
8b1efc5c-6e9f-4d88-93df-e64727e661bb,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-03T14:37:00,2025-01-03T14:37:25.549240,0.4
bfa2cf38-d178-4dc1-b63a-56db3ee305d8,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-03T15:34:00,2025-01-03T15:37:27.988927,3.5
e8e39412-fdc6-41fe-b940-6926d8ff5ae7,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-03T16:07:00,2025-01-03T16:07:58.319997,1.0
f644fd23-1f10-4ae8-b3d4-61865bd51153,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-03T16:14:00,2025-01-03T16:21:36.040597,7.6
882d69f8-4ab0-4536-bab6-b29ebc93c97b,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-03T16:29:00,2025-01-03T16:31:24.789465,2.4
790fe489-0407-48eb-bea7-a9eb0e436b1c,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-03T18:09:00,2025-01-03T18:41:57.398806,33.0
9c23d2e6-a27b-4df0-930d-3dff9767b19a,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-03T19:33:00,2025-01-03T19:52:10.696369,19.2
8a689b54-4568-4d9a-8c0d-ea11b7d56630,43e0f14d-c79c-47b5-9402-ef93f6e407b0,Screen Pack Change,2025-01-03T20:32:00,2025-01-03T21:37:01.592741,65.0
28d8008e-3bcd-4c8c-b8c8-f955eb56d606,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-03T21:39:00,2025-01-03T21:56:47.016045,17.8
196560f1-b6bd-4c50-bd35-86d889e16d09,b912146a-7274-4533-9825-214f48b41a6f,Bearing Temperature Alert,2025-01-03T23:36:00,2025-01-04T01:03:58.408654,88.0
661623cb-f2d7-4846-a410-7c5bb6fdbafa,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-04T04:28:00,2025-01-04T04:46:52.618302,18.9
ef2e3fa8-4165-4626-958a-811c6b750942,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-04T06:08:00,2025-01-04T06:38:37.519725,30.6
bae66651-323c-4d6e-b816-e8b3ee087b02,43e0f14d-c79c-47b5-9402-ef93f6e407b0,Screen Pack Change,2025-01-04T07:10:00,2025-01-04T08:15:21.218093,65.4
0357f4f9-01f4-40d7-aab4-7b5d3eaadc43,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-04T08:51:00,2025-01-04T09:10:22.334503,19.4
69895feb-b369-468b-a78e-32473d6b6bfb,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-04T11:18:00,2025-01-04T11:58:29.270822,40.5
a20e7119-17aa-4dc5-8769-1c5ba15fb7b8,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-04T12:48:00,2025-01-04T12:52:23.453167,4.4
8060d5a9-e34e-4a0a-b5bb-bb032f54676b,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-04T15:02:00,2025-01-04T15:06:29.283282,4.5
5f82933c-3400-4f84-a07c-2d3de4b62651,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-04T15:37:00,2025-01-04T15:39:27.456988,2.5
5054d2f8-f2a6-444e-92f8-725fc346012f,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-04T15:59:00,2025-01-04T16:10:01.474081,11.0
e09ca605-9f2b-4a8d-a65b-0313d2019197,010d32a2-0abe-481e-ae14-eda32648b432,Pressure Sensor Calibration,2025-01-04T16:12:00,2025-01-04T17:37:43.017057,85.7
5fd01141-bea5-4886-a204-84dac154cd24,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-04T21:51:00,2025-01-04T21:59:12.824773,8.2
cebecc5e-5270-406d-901e-b590b44270f0,f1024d23-09ec-46e6-8cbd-e026c6c19294,Material Contamination,2025-01-04T23:29:00,2025-01-04T23:59:16.282593,30.3
16bcb4ce-b28c-4fcc-9868-9b9d5c3cb377,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-05T00:40:00,2025-01-05T00:48:50.526698,8.8
80c46c1b-d902-4564-9ffd-a55ecde6c5ea,010d32a2-0abe-481e-ae14-eda32648b432,Pressure Sensor Calibration,2025-01-05T03:07:00,2025-01-05T05:54:25.424958,167.4
00658b33-fcae-49fc-9e91-df365a98b4cb,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-05T06:30:00,2025-01-05T06:52:17.131127,22.3
2895e01e-bd86-4b93-b6df-044993006648,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-05T07:21:00,2025-01-05T07:28:24.632819,7.4
7001564d-7b71-4ab7-b7a0-cb9d976c88e1,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-05T07:40:00,2025-01-05T07:42:40.535088,2.7
39d23cf8-b19f-464f-b395-895c22f40af7,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-05T07:46:00,2025-01-05T07:48:45.582719,2.8
b2dacb08-b4d6-4e9b-966c-72f96fe8aa4e,f1024d23-09ec-46e6-8cbd-e026c6c19294,Material Contamination,2025-01-05T08:22:00,2025-01-05T10:34:03.178806,132.1
3ca4ab9d-3a9b-42c6-b440-25903610e1d5,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-05T12:00:00,2025-01-05T12:01:18.918294,1.3
e29b871b-85c6-454a-b5b4-b47d520552bf,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-05T13:17:00,2025-01-05T14:13:46.210176,56.8
0958e351-6551-4ea7-b967-5d208692211a,1ba11308-7a25-4ed9-aea4-daa02fe863e3,Cooling System Check,2025-01-05T15:42:00,2025-01-05T16:22:29.332462,40.5
481b2deb-16c5-4686-b632-ff7fb1d5bfe7,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-05T19:06:00,2025-01-05T19:14:39.727937,8.7
7576f998-440c-49d1-a853-9ae3008fc07b,b912146a-7274-4533-9825-214f48b41a6f,Bearing Temperature Alert,2025-01-05T20:18:00,2025-01-05T23:39:23.991683,201.4
b8d4b7ce-b97e-4c20-ac87-fc7df9c8a6e4,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-06T00:15:00,2025-01-06T00:50:33.823477,35.6
34364318-bf3c-4845-96bc-fbbccbf294bf,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-06T00:55:00,2025-01-06T01:00:58.640757,6.0
de259ede-5c20-4432-992f-9eee3c31b092,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-06T01:35:00,2025-01-06T01:40:43.480642,5.7
851545ee-1746-4e7c-b941-f91935906f56,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-06T03:09:00,2025-01-06T03:12:59.730919,4.0
74f31b8f-1bcd-4af1-843b-2ec296798b26,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-06T09:33:00,2025-01-06T09:46:15.009451,13.3
a8e803fd-c765-4671-add1-a5c04a864788,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-06T09:49:00,2025-01-06T10:01:39.653966,12.7
68e1164f-a8b6-4f0d-a167-10125cb4034b,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-06T11:24:00,2025-01-06T11:37:57.833357,14.0
4374df4e-78a4-4187-910f-a483c440db94,1ba11308-7a25-4ed9-aea4-daa02fe863e3,Cooling System Check,2025-01-06T12:13:00,2025-01-06T13:33:45.924107,80.8
65354d08-9f4a-429a-a604-566f5dc060e8,010d32a2-0abe-481e-ae14-eda32648b432,Pressure Sensor Calibration,2025-01-06T13:36:00,2025-01-06T14:03:41.518348,27.7
a47f0564-7da9-482f-9b2f-6b80b769c332,d0f0c31b-9368-4155-9ad9-b8a9f4755b88,Vacuum System Maintenance,2025-01-06T16:13:00,2025-01-06T18:14:33.921810,121.6
85c79ce4-bf19-4b7d-9033-f373ac86f8e9,059d662f-bcd2-4368-950e-60d3ac49898f,Emergency Safety Stop,2025-01-06T22:00:00,2025-01-06T22:04:35.407109,4.6
de3369d8-6043-44a1-b3f8-26efa111d166,43e0f14d-c79c-47b5-9402-ef93f6e407b0,Screen Pack Change,2025-01-07T00:15:00,2025-01-07T00:55:33.443947,40.6
4b349718-28ca-4917-8686-d1fcfd500b27,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-07T01:13:00,2025-01-07T01:37:43.481886,24.7
c1f01ab5-e7b9-4f52-9fa8-b441be182931,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-07T02:05:00,2025-01-07T02:09:19.344444,4.3
dc0b7f91-59d8-4465-9a8e-732ff77a44dc,b912146a-7274-4533-9825-214f48b41a6f,Bearing Temperature Alert,2025-01-07T02:27:00,2025-01-07T04:19:20.943454,112.3
b3358b5e-b60a-4dbf-ba4a-b5d352801be7,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-07T04:35:00,2025-01-07T05:06:57.722500,32.0
bd7f1c41-ceff-48f4-a1df-005442667a0e,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-07T07:50:00,2025-01-07T08:17:52.720255,27.9
192abe2e-d72e-4272-80a3-1eea701c0e6a,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-07T08:32:00,2025-01-07T08:50:07.900517,18.1
5ce9bf33-f42e-45b7-bce7-ef09cf47b406,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-07T09:46:00,2025-01-07T09:53:46.886687,7.8
6b9b81e3-dd20-4f1f-af2c-d6699829c416,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-07T11:16:00,2025-01-07T11:21:28.674541,5.5
e535d3da-5903-4cae-b19e-74199121d22e,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-07T12:15:00,2025-01-07T12:20:21.129754,5.4
de23016b-94d8-4702-a17e-1ded19083f9a,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-07T13:12:00,2025-01-07T13:14:20.091971,2.3
dbea8c42-0372-40d7-8e96-5f7c0559bc2f,43e0f14d-c79c-47b5-9402-ef93f6e407b0,Screen Pack Change,2025-01-07T14:45:00,2025-01-07T17:56:41.182959,191.7
e927886f-4e0a-45d9-8917-855efe3a7c71,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-07T20:04:00,2025-01-07T20:04:28.298469,0.5
49f709b4-74b3-4128-b59a-dbb0ee7f2a7e,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-07T20:35:00,2025-01-07T20:35:59.447733,1.0
51cfea1c-27d6-46e5-82b8-a1149b0a603e,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-08T00:07:00,2025-01-08T00:14:06.186984,7.1
fda62962-b7e0-4a07-b656-42cdf95b8899,a759c756-9ed0-4a00-8c9f-79f3b4bf4c0a,Temperature Zone Deviation,2025-01-08T01:49:00,2025-01-08T02:06:23.279500,17.4
18201950-4dc0-4807-bf6e-ace9956e1888,9827a7b1-16df-4eb5-b1ab-8f3d77d031a7,Die Head Cleaning,2025-01-08T02:12:00,2025-01-08T02:46:24.852982,34.4
79273286-1238-461c-9686-f118f4e19cec,d0f0c31b-9368-4155-9ad9-b8a9f4755b88,Vacuum System Maintenance,2025-01-08T02:59:00,2025-01-08T03:23:44.985096,24.7
590cd99e-2c18-47e3-b80f-dd4000402cdd,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-08T05:26:00,2025-01-08T06:24:20.349951,58.3
c813485c-70be-4d3f-b83e-9065e64d8768,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-08T06:32:00,2025-01-08T06:33:05.987215,1.1
6cba1e92-29de-42cd-bc95-902c3f0935b8,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-08T07:22:00,2025-01-08T07:30:03.702455,8.1
c7c52084-58db-4b11-8615-beb08cbd1946,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-08T07:40:00,2025-01-08T07:42:09.423816,2.2
c1a547f6-f835-446c-ac05-d493ff3126d6,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-08T08:34:00,2025-01-08T08:45:58.378026,12.0
f2157569-d5b4-49f4-b446-58f763e9367d,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-08T08:56:00,2025-01-08T08:59:02.566250,3.0
750bacfd-bd59-4547-8b4a-fdf0885cb296,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-08T09:04:00,2025-01-08T09:04:23.412577,0.4
89eacccb-abd0-4369-8b30-597bc13daa7c,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-08T09:47:00,2025-01-08T09:58:24.754866,11.4
c581774c-ac16-48c8-b0a9-79d4341a33fa,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-08T12:27:00,2025-01-08T12:31:03.310120,4.1
fdc802ea-7bb8-4615-b76c-89525a719805,9827a7b1-16df-4eb5-b1ab-8f3d77d031a7,Die Head Cleaning,2025-01-08T13:29:00,2025-01-08T15:31:03.182577,122.1
f5d62adc-ac55-4cc3-b8cc-2902b8527abd,a759c756-9ed0-4a00-8c9f-79f3b4bf4c0a,Temperature Zone Deviation,2025-01-08T16:24:00,2025-01-08T16:25:25.782324,1.4
ff472677-0ab3-4c4e-87db-3763b1ed092a,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-08T17:35:00,2025-01-08T17:39:15.579311,4.3
a98a9991-dc41-4ccf-ba99-a8e9ff4397c9,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-08T17:50:00,2025-01-08T17:53:38.053535,3.6
bf28054b-2554-494d-b628-92fe1057ab73,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-08T20:12:00,2025-01-08T20:19:07.671055,7.1
399cd1d5-2bb1-4421-8519-5ebdc276bec1,9827a7b1-16df-4eb5-b1ab-8f3d77d031a7,Die Head Cleaning,2025-01-08T20:34:00,2025-01-08T20:50:39.009546,16.7
60b52a7f-6911-4c49-b793-5e55b9c51d93,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-08T21:34:00,2025-01-08T21:37:18.718685,3.3
e40a6cb0-191e-4861-b5f9-bb35a0dc67d5,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-08T21:46:00,2025-01-08T22:12:16.918336,26.3
88cb7c55-ab8a-438e-912c-8d0ea1d583b1,c1f0d60c-27ef-4c46-8c07-6977c0123e23,Hopper Level Warning,2025-01-08T22:36:00,2025-01-08T22:55:48.604889,19.8
33d9f312-0dd6-4f48-a00d-61a68bb9a4ce,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-09T00:18:00,2025-01-09T00:41:46.664347,23.8
5d480be4-7d9a-4c66-bdba-5fcf25670b06,a759c756-9ed0-4a00-8c9f-79f3b4bf4c0a,Temperature Zone Deviation,2025-01-09T01:06:00,2025-01-09T02:56:29.594257,110.5
0f5656ee-2220-4c77-9ce6-662ec358d531,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-09T03:56:00,2025-01-09T03:58:19.550909,2.3
ea74fc22-2dd0-49fc-aefb-79d99874985f,059d662f-bcd2-4368-950e-60d3ac49898f,Emergency Safety Stop,2025-01-09T04:09:00,2025-01-09T06:00:41.717684,111.7
e39d3dbc-199c-48e5-9935-ff047f43e797,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-09T08:49:00,2025-01-09T09:02:31.925229,13.5
3dbfc280-a9a3-47e4-bea9-59d36c426c07,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-09T09:09:00,2025-01-09T09:10:25.933019,1.4
d6f206b1-c52c-4fdc-ab51-425068135b0c,9827a7b1-16df-4eb5-b1ab-8f3d77d031a7,Die Head Cleaning,2025-01-09T09:29:00,2025-01-09T09:46:29.562470,17.5
2021ae39-7597-45f3-a304-c500153297f7,1ba11308-7a25-4ed9-aea4-daa02fe863e3,Cooling System Check,2025-01-09T10:42:00,2025-01-09T10:54:25.756649,12.4
fb0bb5ea-6c17-4be7-b377-bdfa54fa8f4a,1ba11308-7a25-4ed9-aea4-daa02fe863e3,Cooling System Check,2025-01-09T11:03:00,2025-01-09T11:35:29.945486,32.5
44d9e8f1-61fa-4613-b6db-f15729deaddf,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-09T11:54:00,2025-01-09T12:05:47.507829,11.8
ef9d9bb4-9ae7-4f6d-838f-cc419a899754,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-09T15:18:00,2025-01-09T15:23:14.432570,5.2
5165bef5-6c12-44fc-9b78-3f61cbe7c7aa,77322f6a-0ed2-4946-809e-654d9badb16c,Product Dimension Check,2025-01-09T15:29:00,2025-01-09T15:49:11.854780,20.2
d4ca08cd-92cb-40e8-9ae6-8c2540ad58f6,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-09T19:00:00,2025-01-09T19:08:37.756693,8.6
43993097-cc94-42b8-a8a8-4793f469811c,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-09T19:21:00,2025-01-09T19:30:15.511366,9.3
b0670a78-10df-440d-85b7-b52014ccd12a,b606124a-58b9-4fa2-943a-5c2f6482b1ed,Die Lip Cleaning,2025-01-09T20:11:00,2025-01-09T20:15:41.637000,4.7
5e814d58-6b55-49a3-90e1-d3107f0242e2,43e0f14d-c79c-47b5-9402-ef93f6e407b0,Screen Pack Change,2025-01-09T21:01:00,2025-01-09T21:07:18.202838,6.3
e79f14df-4661-42b2-8ad6-7ff5e7dc76c1,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-10T00:45:00,2025-01-10T00:49:20.719561,4.3
b9d20032-2a29-4e4a-8891-a9d545cb52d3,855df54a-6b6e-4b9e-b595-e9bd19316236,Material Feed Jam,2025-01-10T01:21:00,2025-01-10T01:49:38.807775,28.6
3d4b81b7-a72a-4a66-9bf3-61bfad024034,44d3afce-8bc3-4269-9c1b-f630aedb9668,Quality Sample Check,2025-01-10T02:39:00,2025-01-10T02:46:12.966043,7.2
